number,title,login,created_at,closed_at,is_pr
51,Minor code movement (NFC) and port some matrix types from Nabla,ararslan,2019-06-11T13:00:25.0,2019-06-13T12:59:55.0,true
50,replace `Float32` consts with `oftype` expressions,JeffreySarnoff,2019-06-08T23:23:05.0,2019-06-09T17:13:05.0,true
49,Add in-place updating for gemm and gemv rrules,ararslan,2019-06-07T23:39:25.0,2019-06-20T16:13:14.0,true
48,Set version to 0.0.1,ararslan,2019-06-07T17:58:12.0,2019-06-07T18:31:32.0,true
47,Audit cache friendliness of Cholesky rrule,ararslan,2019-06-06T20:47:28.0,,false
46,FillArrays,willtebbutt,2019-06-06T16:29:07.0,,false
45,Port more array-related derivatives from Nabla,ararslan,2019-06-06T16:13:04.0,2019-06-06T17:50:52.0,true
44,Add an rrule for the Cholesky decomposition,ararslan,2019-06-06T16:07:11.0,2019-06-06T20:43:02.0,true
43,Statically determine whether rule exists,phipsgabler,2019-05-31T09:16:23.0,2019-05-31T22:11:07.0,false
42,Make Rules store a second function for updating,ararslan,2019-05-30T17:45:36.0,2019-06-06T17:12:37.0,true
41,Add Checkpointing,oxinabox,2019-05-30T16:32:42.0,,false
39,Customizing in-place accumulation,ararslan,2019-05-28T23:34:43.0,2019-06-06T17:12:37.0,false
38,[WIP] Replace all uses of add and mul with + and * and define promotions etc,oxinabox,2019-05-28T20:49:32.0,2019-09-07T13:00:16.0,true
37,Make work on IRTools,oxinabox,2019-05-28T17:14:02.0,2019-08-30T12:44:01.0,true
36,Remove identity overdubs,oxinabox,2019-05-28T11:53:45.0,2019-09-07T13:00:23.0,true
34,removed fall-through for `Wirtinger`,simeonschaub,2019-05-15T11:32:19.0,2019-06-14T15:53:45.0,true
33,define DNERule,oxinabox,2019-05-13T07:49:24.0,2019-05-29T18:51:30.0,true
31,Add SVD factorization rrule,ararslan,2019-05-11T21:59:26.0,2019-05-24T22:46:50.0,true
29,Add rrules for binary linear algebra operations,ararslan,2019-05-01T23:20:26.0,2019-06-13T20:45:05.0,true
28,Add NotImplemented and NotImplementedRule,ararslan,2019-05-01T22:38:03.0,2019-08-07T11:06:01.0,true
27,Reformat rrule_test for more informative output on failure,ararslan,2019-05-01T20:37:32.0,2019-05-02T21:19:43.0,true
26,Extend Base.isapprox instead of defining cr_isapprox,ararslan,2019-04-28T21:20:22.0,2019-04-29T19:32:54.0,true
25,Implement sensitivities for `BLAS.gemm`,ararslan,2019-04-26T23:31:53.0,2019-05-11T21:20:53.0,true
24,Test concrete type constructors in addition to UnionAlls,ararslan,2019-04-23T18:33:04.0,,false
23,Fix rrules for Symmetric and Diagonal constructors,ararslan,2019-04-22T22:52:29.0,2019-04-23T18:33:32.0,true
22,Add some basic exports,ararslan,2019-04-22T20:58:53.0,2019-04-22T21:13:45.0,true
19,Wrong derivative for `conj`,simeonschaub,2019-04-22T11:53:29.0,2019-09-03T14:19:28.0,false
18,A few rrules,willtebbutt,2019-04-20T02:15:38.0,2019-04-22T20:32:46.0,true
17,Tidy up tests a bit,willtebbutt,2019-04-20T01:44:52.0,2019-04-22T20:36:06.0,true
16,"add docstrings for accumulate, accumulate! and store!",jrevels,2019-04-15T01:30:02.0,2019-04-15T17:47:24.0,true
14,Initial finite differencing testing,willtebbutt,2019-04-12T22:03:45.0,2019-04-17T22:01:42.0,true
12,Broadcasting with differentiable functions (Remove Cast?),willtebbutt,2019-04-12T10:57:45.0,2019-11-21T17:32:08.0,false
11,Add some more tests,ararslan,2019-04-12T02:33:16.0,2019-04-12T18:10:54.0,true
10,Link to docs in readme,oxinabox,2019-04-10T07:16:39.0,2019-04-11T05:48:37.0,false
9,Add tests for unary trigonometric functions,ararslan,2019-04-08T21:51:45.0,2019-04-11T05:22:56.0,true
7,Fix a bug and the existing tests,ararslan,2019-04-02T23:21:22.0,2019-04-03T20:28:47.0,true
6,Add basic documentation,ararslan,2019-04-02T22:41:59.0,2019-04-10T04:55:11.0,true
5,remove unused ForwardDiff dependency,jrevels,2019-04-02T18:35:40.0,2019-04-02T19:20:51.0,true
4,Add documentation setup,ararslan,2019-04-01T23:01:13.0,2019-04-02T18:30:34.0,true
3,Implemented conjugate and multiply for Wirtinger,simeonschaub,2019-03-21T20:42:56.0,2019-05-15T10:41:12.0,true
2,refactor chaining code with special propagator algebra,jrevels,2018-11-29T21:41:14.0,2018-11-29T21:43:14.0,true
1,Fix docstring typos,jekbradbury,2018-11-18T00:03:15.0,2018-11-18T04:46:30.0,true
